mouse,460,816,414,402,422,370,493,553,519,544,839,393,544,704,821,609,502,425,960,788,559,755,464,671,1311,1353,880,731,568,631,1241,1144,1784,840,714,735
mouse,616,488,376,416,319,433,758,640,512,703,721,392,800,688,698,735,514,664,943,974,475,886,511,569,1083,1711,1504,795,743,737,1258,848,1015,1048,687,892
mouse,520,553,593,462,426,350,547,753,478,544,421,472,1354,952,710,553,558,671,1154,785,584,930,528,714,1104,1105,1319,746,798,679,1264,1272,801,2239,656,822
mouse,701,911,432,393,297,378,760,679,490,497,419,415,753,708,560,432,365,584,760,799,671,1192,577,758,1048,1613,1121,816,823,609,1031,992,817,1001,744,843
mouse,627,553,473,522,390,312,551,833,535,416,368,417,775,648,721,437,347,601,878,711,649,919,634,718,928,1027,856,1096,806,870,1161,1294,771,918,959,822
mouse,832,480,429,473,438,671,770,541,418,600,392,544,569,727,677,744,384,534,698,786,914,630,557,781,847,992,889,1070,893,742,934,1129,1127,858,689,816
mouse,463,486,734,447,306,434,848,547,537,448,486,517,630,697,696,848,391,561,1042,808,749,887,648,603,993,1053,799,1011,784,722,1050,1384,1086,863,910,834
mouse,581,456,546,447,366,422,912,506,527,464,440,475,897,608,569,584,400,490,721,1007,674,872,719,626,1127,810,1017,767,752,784,1177,1184,1082,1046,827,864
mouse,443,490,510,567,297,507,713,578,462,567,553,544,714,610,720,623,624,511,745,833,791,846,769,711,953,961,888,882,789,743,1487,1167,785,890,887,813
mouse,1143,457,481,475,369,351,814,559,391,538,488,465,878,625,616,681,606,409,1024,944,672,825,568,738,784,800,810,776,771,823,1104,1112,871,1162,832,836
mouse,654,479,512,472,401,399,987,633,394,527,474,479,695,678,583,526,720,473,849,839,857,794,946,712,1162,926,869,799,736,616,1521,1166,1048,911,842,799
mouse,540,643,554,503,473,409,712,672,422,624,550,470,782,830,672,586,593,450,982,808,656,607,750,672,864,905,841,745,805,786,1199,858,822,958,734,881
mouse,557,590,478,535,405,379,678,601,701,517,561,466,667,1057,815,542,609,494,817,1008,960,631,849,687,870,945,823,976,682,727,1232,1000,875,839,744,928
mouse,666,546,582,473,394,445,680,814,553,587,423,432,693,744,778,642,584,421,679,1048,735,927,730,834,906,920,896,810,717,817,929,1153,800,1426,807,816
mouse,615,600,499,495,426,423,848,533,615,669,474,535,779,735,549,488,559,457,799,840,895,825,758,594,944,847,808,782,837,849,926,893,894,978,951,707
mouse,568,528,480,641,376,416,845,967,657,537,503,560,960,994,581,807,830,472,769,1071,1378,769,689,642,984,968,761,825,687,768,1041,1121,831,848,761,752
mouse,550,581,815,624,421,462,803,821,631,466,764,547,867,672,648,653,659,423,1057,1699,845,735,741,751,981,1058,821,793,802,921,1210,1186,973,848,826,769
mouse,618,573,861,564,367,435,775,793,553,530,501,529,1247,851,718,701,669,564,992,800,1156,659,832,736,1168,853,944,821,624,783,1136,1023,1097,946,895,835
mouse,553,622,784,527,460,433,1128,857,576,899,782,657,1075,850,849,741,573,493,929,849,658,785,736,673,1018,766,1092,963,770,722,952,1044,1129,1073,850,879
mouse,646,528,753,561,359,385,917,570,741,560,531,656,1042,679,674,733,554,530,898,882,992,866,886,849,945,995,1089,778,768,640,1053,1363,1065,1056,801,819
mouse,849,664,608,512,341,446,861,710,562,575,720,866,831,818,829,644,649,560,1058,899,1059,784,606,737,1186,1059,2310,624,848,659,930,880,866,882,767,768
mouse,801,881,787,513,435,466,609,814,678,723,559,720,1075,770,804,734,703,498,818,893,768,657,673,1011,1093,1039,1106,1009,709,799,996,1217,1394,770,866,963
mouse,655,562,674,482,482,467,737,623,675,503,627,673,688,833,527,901,630,880,992,867,1071,830,703,609,1113,816,894,881,882,835,1331,1203,720,1136,930,913
mouse,678,544,735,528,526,605,755,659,852,675,653,703,690,831,723,704,767,690,1201,782,1301,631,786,806,1056,682,1108,1024,677,897,1024,1345,918,977,1121,766
mouse,767,576,626,512,468,450,735,575,831,539,581,804,847,836,879,770,626,496,1522,884,895,542,994,698,1106,801,880,755,657,832,1152,802,875,687,898,785
mouse,877,735,640,615,480,530,611,542,820,686,496,736,768,760,836,688,528,720,979,1731,1354,849,866,505,1106,993,1746,1025,577,801,1043,1112,690,807,1042,785
mouse,676,708,491,469,445,455,733,709,655,575,386,448,1441,626,834,554,479,529,915,710,1262,848,713,601,1488,965,1203,705,602,664,1008,973,913,792,977,686
mouse,576,541,408,489,484,303,757,847,739,543,529,486,1142,543,799,504,562,760,1199,668,989,560,467,576,1142,871,1202,1091,751,745,1129,1234,818,786,1047,674
mouse,784,564,494,493,400,241,720,786,669,999,478,530,835,609,589,527,678,687,1199,588,715,963,530,527,927,720,1331,865,544,576,1155,1657,1074,772,777,952
mouse,720,785,345,730,478,296,556,914,869,736,872,417,1399,559,779,449,634,667,1625,633,840,758,646,418,1007,738,1129,1008,536,567,1498,1256,979,608,760,727
mouse,1254,625,521,1088,466,353,564,941,687,511,448,444,808,1818,767,812,464,690,856,688,848,728,400,591,1280,752,1095,670,817,651,2034,862,997,848,774,697
mouse,937,639,358,913,335,400,675,697,709,777,432,427,614,831,769,865,424,750,927,688,750,665,601,392,1112,840,5718,914,735,668,1199,1009,709,730,872,656
mouse,598,507,554,397,485,215,568,767,878,665,458,512,690,626,1175,602,504,600,887,902,666,1237,518,556,816,639,619,624,962,619,906,1155,2000,856,818,1105
mouse,554,399,733,371,383,410,545,1504,477,584,397,368,1008,528,2105,510,390,471,918,792,1058,705,817,430,1056,870,5240,751,810,625,904,1167,1014,1221,711,990
mouse,689,568,698,446,381,303,624,696,548,470,635,335,672,686,1160,594,410,417,1073,840,830,728,624,442,760,859,744,703,612,552,966,1278,962,939,713,983
mouse,877,704,495,594,728,359,759,730,999,561,653,641,793,711,1258,504,527,376,857,696,978,617,454,494,997,817,1162,659,668,607,1368,1608,1128,872,880,871
mouse,526,578,666,726,463,627,774,479,695,353,834,519,872,593,1558,712,335,382,966,846,778,759,474,799,708,751,789,615,806,689,846,1111,1079,1232,743,843
mouse,752,598,534,503,453,708,642,597,512,361,534,504,930,743,600,550,325,584,1073,760,672,879,930,888,1183,895,1085,1014,800,536,1002,1352,1041,810,1055,840
mouse,608,449,530,442,398,595,646,1033,505,491,592,575,1310,1002,794,585,607,490,1153,986,567,855,915,838,1216,811,1384,857,777,1000,986,1030,1032,680,1030,756
mouse,849,478,583,461,589,622,904,1079,600,495,585,641,910,835,712,528,561,595,910,983,826,1046,924,714,1224,853,986,720,724,951,920,1196,1149,965,1002,1004
mouse,728,598,513,425,362,658,782,720,800,793,529,607,915,666,680,767,550,731,1082,884,680,623,1232,773,1352,1241,912,821,732,767,904,1181,982,804,791,992
mouse,784,650,653,433,591,645,966,897,704,545,670,593,943,784,522,880,483,616,936,1004,736,726,960,740,1495,1009,824,749,678,722,862,1079,769,590,1097,879
mouse,757,690,652,551,528,669,765,584,806,719,633,656,872,863,630,705,486,712,1015,809,797,650,865,661,1375,1009,648,717,687,768,993,1538,826,1007,863,733
mouse,611,837,565,497,608,845,880,593,1006,528,721,623,918,1111,514,591,529,623,1617,1024,674,701,905,928,1288,1152,744,714,689,649,1770,1072,945,833,961,592
mouse,799,1223,563,485,528,750,704,776,1002,529,632,689,891,1207,598,780,520,482,1701,929,712,685,820,866,1081,1079,1095,871,640,854,1279,1032,1355,937,905,632
mouse,742,1327,639,382,649,491,847,840,936,583,575,736,1055,1019,584,725,687,615,1312,1034,1046,616,748,1040,1074,903,729,823,648,703,1120,1232,1120,935,854,665
mouse,819,889,664,401,497,396,809,894,1016,600,416,448,536,969,775,486,523,512,1059,931,944,801,685,512,961,1006,656,777,728,690,1080,878,1224,934,777,647
mouse,814,952,720,360,615,395,928,594,1089,594,407,472,561,895,512,562,645,384,1000,793,1385,625,616,512,1158,1035,925,1071,600,614,1199,1138,1153,738,721,696
mouse,831,990,705,438,950,352,1208,801,861,542,480,455,760,784,648,527,473,533,800,608,615,759,528,504,1439,1112,811,888,650,586,1288,840,1295,846,689,896
mouse,707,837,503,379,1152,391,568,665,920,565,440,513,624,505,640,552,552,385,744,871,601,513,512,681,1050,1497,882,721,614,624,1277,793,1057,810,647,848
mouse,992,735,497,425,602,416,728,902,1026,441,467,490,504,542,592,466,392,570,641,633,648,494,800,469,888,752,881,695,748,714,1648,800,1172,895,624,664
mouse,845,774,647,398,336,353,545,969,1022,424,478,478,807,713,661,518,488,374,806,888,696,614,479,634,856,744,785,710,668,638,1233,704,1517,680,632,614
mouse,821,736,681,420,399,544,557,768,1002,456,415,543,673,534,688,472,384,472,794,776,584,571,511,464,936,745,639,609,689,720,1215,728,1116,1023,576,793
mouse,727,590,448,390,287,391,610,704,568,423,531,745,912,634,649,609,439,414,857,552,664,718,688,574,886,886,713,696,674,639,1040,896,1113,703,624,729
mouse,567,498,453,423,346,393,704,624,504,441,334,569,728,424,752,454,416,482,761,801,676,537,624,618,929,938,800,840,574,698,1192,847,1207,761,743,748
mouse,577,656,507,514,296,369,600,534,416,423,463,440,702,696,704,666,641,455,863,703,732,497,639,546,856,808,703,762,890,639,1160,1016,865,809,638,690
mouse,519,519,454,368,566,464,590,753,440,506,723,518,658,504,479,535,384,496,689,704,801,608,472,568,743,761,785,844,776,714,1289,839,1008,751,649,752
mouse,513,489,523,350,345,385,760,512,575,447,535,750,711,760,482,482,576,545,710,832,864,576,489,784,914,663,889,523,728,574,1007,1320,775,662,688,838
mouse,542,614,396,288,353,324,703,545,545,473,561,626,975,993,521,545,737,365,681,710,674,543,662,624,1048,814,653,750,656,521,743,1200,968,976,1208,674
mouse,482,519,475,328,408,412,562,582,511,479,528,535,767,734,623,502,487,403,599,707,588,752,874,681,1216,674,816,1081,616,606,801,1106,712,892,976,710
mouse,632,505,622,314,366,351,984,635,721,641,568,761,1112,616,622,537,504,352,674,784,607,720,701,623,848,686,890,925,721,595,968,1304,766,871,727,626
mouse,767,609,440,368,581,374,1062,655,599,537,607,504,1145,1159,522,574,639,392,695,723,753,600,696,603,1167,933,889,811,807,592,694,1120,746,824,761,752
mouse,639,535,520,357,583,322,636,527,537,487,495,560,1002,967,797,610,642,421,1319,833,728,680,656,675,841,947,871,831,633,647,843,920,791,872,760,865
mouse,690,504,495,361,530,384,650,600,433,497,523,560,927,609,515,520,628,449,1024,751,623,656,520,626,969,769,872,1013,869,664,758,1008,752,951,680,619
mouse,464,434,561,371,541,369,808,697,466,514,520,646,1017,750,854,552,539,408,839,824,737,736,768,577,1006,1029,919,931,642,606,889,1024,824,769,768,685
mouse,606,676,518,446,555,422,584,948,494,510,518,586,736,688,666,609,536,415,1025,845,736,576,600,607,730,1050,1041,736,671,666,1081,871,1032,792,923,617
mouse,474,513,441,491,815,475,584,1067,464,544,551,544,720,753,646,585,536,432,1152,756,802,816,614,592,857,799,832,896,626,832,1008,1033,934,1216,659,711
mouse,512,577,606,420,544,375,614,568,470,550,498,489,968,663,594,618,617,448,856,749,774,672,690,640,1220,713,702,1056,826,648,1023,1170,826,1006,938,607
mouse,432,496,586,449,632,430,578,1030,490,603,581,416,825,936,600,653,607,359,888,1034,866,606,847,600,880,744,994,966,560,801,1057,1014,809,955,938,626
mouse,449,560,552,385,502,419,534,530,656,741,482,463,559,1768,624,609,557,400,957,1216,848,784,713,583,1048,665,887,820,697,535,1135,1026,831,1068,759,552
mouse,479,511,542,405,689,422,778,688,524,701,576,393,583,706,616,559,582,592,1287,880,726,718,782,523,894,655,814,704,671,624,942,967,817,803,744,887
mouse,470,617,546,394,503,399,730,554,545,450,479,440,607,600,617,688,543,466,690,704,786,705,674,607,986,1213,791,727,791,568,1264,1032,759,992,775,582
mouse,437,504,646,391,497,396,621,948,489,589,521,432,999,672,551,648,527,573,834,782,669,618,768,559,736,736,633,704,625,592,1050,833,704,764,785,737
mouse,507,552,602,407,440,405,739,587,499,465,478,424,666,602,553,608,601,504,655,754,764,624,688,624,893,1019,896,773,814,494,1167,911,929,980,833,633
mouse,713,664,584,434,464,431,503,663,496,610,538,455,654,726,600,512,560,514,896,841,720,605,736,583,1024,695,650,668,674,655,1324,792,784,753,861,655
mouse,471,648,633,400,583,400,601,743,548,518,544,433,627,600,609,658,518,510,839,711,727,698,655,745,879,902,846,661,590,472,901,1167,792,821,867,602
mouse,557,752,535,622,447,422,598,642,475,545,392,400,680,593,599,396,563,560,792,694,697,664,642,569,1040,738,760,594,499,731,798,953,1078,769,951,734
mouse,598,724,572,369,498,323,643,677,968,568,350,353,544,647,561,402,622,521,663,728,729,743,677,575,825,941,646,704,496,590,977,1033,772,736,784,627
mouse,488,585,382,432,504,399,736,627,768,536,530,360,608,729,647,405,423,520,816,777,607,578,545,473,961,866,655,632,413,592,1064,968,1023,712,673,629
mouse,682,610,445,393,633,360,646,686,639,527,433,336,625,607,576,418,336,471,776,721,704,506,511,446,829,928,761,1452,490,729,1209,750,719,703,1037,570
mouse,616,575,403,391,449,360,658,673,791,455,390,367,592,631,546,393,392,562,800,815,863,568,633,465,890,774,618,647,614,568,1401,930,936,675,656,736
mouse,816,601,615,352,316,360,567,582,770,426,425,353,591,733,471,389,583,396,800,609,889,656,457,489,899,978,917,814,762,719,917,760,729,625,680,606
mouse,713,592,406,400,358,344,602,601,742,464,384,412,904,632,600,450,374,447,1032,581,712,488,648,462,960,737,691,657,513,617,968,776,904,624,801,688
mouse,645,664,491,335,353,311,760,656,911,438,391,642,511,622,409,432,386,394,777,522,760,582,400,568,1063,926,791,624,639,686,918,808,806,632,782,627
mouse,521,560,383,344,349,338,449,633,712,578,458,394,673,704,565,409,416,567,735,609,641,506,575,961,830,667,713,578,496,715,1002,886,786,704,825,696
mouse,570,455,584,370,339,311,778,744,729,417,407,447,608,784,514,487,360,344,754,623,773,472,753,456,824,792,743,687,528,654,761,1018,733,904,560,624
mouse,519,392,408,392,311,257,637,754,689,551,422,335,784,753,448,466,408,433,752,736,610,423,487,559,766,720,911,744,705,1057,1031,705,1056,887,904,632
mouse,639,497,536,384,329,246,594,647,576,506,387,368,518,675,439,421,415,391,705,712,814,514,440,425,832,849,953,586,641,656,776,673,696,726,616,634
mouse,633,472,389,400,359,266,534,466,503,525,360,327,592,815,634,392,433,472,1057,1368,719,472,535,488,928,685,856,870,586,704,1400,919,713,786,601,652
mouse,545,553,491,352,320,256,990,576,443,410,333,279,522,632,415,336,423,414,929,614,600,546,489,446,871,857,673,822,552,792,824,985,755,744,613,578
mouse,461,431,367,349,314,229,609,429,511,408,377,335,442,593,582,360,321,427,1031,723,512,424,497,482,889,743,711,520,553,572,1000,721,720,672,598,593
mouse,442,470,406,323,395,250,545,562,605,456,377,368,532,767,701,395,352,423,809,728,449,477,536,440,953,730,1042,456,502,558,1096,759,616,710,560,582
mouse,453,442,449,344,302,256,502,536,450,391,377,355,562,808,627,399,349,422,1023,665,532,484,446,486,736,816,936,506,591,501,961,632,742,666,521,611
mouse,554,496,415,312,293,238,634,656,569,466,400,287,622,657,475,404,407,372,800,678,531,631,466,434,880,920,872,519,458,470,1327,791,627,630,497,630
mouse,456,433,357,382,266,283,741,430,415,373,400,280,674,623,624,434,409,406,864,762,578,592,456,513,889,824,792,536,576,507,1158,667,671,643,558,831
mouse,559,512,442,330,256,277,630,690,457,369,409,304,718,760,421,456,400,494,1065,751,476,568,520,429,1143,799,912,506,430,487,931,694,663,629,550,801
mouse,432,415,384,746,248,600,480,456,471,409,416,264,610,456,665,574,369,443,791,609,546,504,471,527,1000,763,790,503,537,517,1031,1013,769,586,546,712
mouse,526,455,478,567,224,528,534,426,551,398,357,578,480,528,552,418,407,383,945,686,480,520,441,436,837,805,945,656,1118,523,969,744,727,624,504,711
mouse,450,338,659,554,247,462,554,497,495,354,696,448,512,502,473,408,360,409,840,643,999,497,470,855,865,785,713,623,826,568,864,730,873,617,544,937
mouse,526,455,493,484,247,466,489,538,539,368,560,745,613,450,513,720,370,380,686,677,990,620,506,609,674,688,704,522,1184,712,825,1394,729,823,520,896
